anio,concepto,valor,unidad,hoja_origen,fuente_archivo
2013,B. DEUDA INTERNA NETA (1+2+3+4) 6/,0.1938263022057299,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2014,B. DEUDA INTERNA NETA (1+2+3+4) 6/,0.17959076259880846,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2015,B. DEUDA INTERNA NETA (1+2+3+4) 6/,0.19303638649677715,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2016,B. DEUDA INTERNA NETA (1+2+3+4) 6/,0.21071736558840418,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2017,B. DEUDA INTERNA NETA (1+2+3+4) 6/,0.22869667311319167,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2018,B. DEUDA INTERNA NETA (1+2+3+4) 6/,0.22495206958398034,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2019,B. DEUDA INTERNA NETA (1+2+3+4) 6/,0.2384752628351051,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2020,B. DEUDA INTERNA NETA (1+2+3+4) 6/,0.29894208098542474,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2021,B. DEUDA INTERNA NETA (1+2+3+4) 6/,0.2619907208504125,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2022,B. DEUDA INTERNA NETA (1+2+3+4) 6/,0.2573627496839603,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2023,B. DEUDA INTERNA NETA (1+2+3+4) 6/,0.25665391598115017,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2024,B. DEUDA INTERNA NETA (1+2+3+4) 6/,0.23846270488493812,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2025,B. DEUDA INTERNA NETA (1+2+3+4) 6/,0.21479406988858749,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2000,1. Gobierno Central 4/ 7/,0.008740199361831876,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2001,1. Gobierno Central 4/ 7/,0.011828451492959398,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2002,1. Gobierno Central 4/ 7/,0.01067648382748042,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2003,1. Gobierno Central 4/ 7/,0.016962712288572157,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2004,1. Gobierno Central 4/ 7/,0.032398007765766235,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2005,1. Gobierno Central 4/ 7/,0.023014759578339865,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2006,1. Gobierno Central 4/ 7/,0.02441203106868825,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2007,1. Gobierno Central 4/ 7/,0.01822707899175383,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2008,1. Gobierno Central 4/ 7/,0.07564365699484901,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2009,1. Gobierno Central 4/ 7/,0.09909461807913855,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2010,1. Gobierno Central 4/ 7/,0.08705487716548473,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2011,1. Gobierno Central 4/ 7/,0.08319546951519521,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2012,1. Gobierno Central 4/ 7/,0.1031962870080843,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2013,1. Gobierno Central 4/ 7/,0.12681582282987647,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2014,1. Gobierno Central 4/ 7/,0.10874713286753311,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2015,1. Gobierno Central 4/ 7/,0.10490743854528063,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2016,1. Gobierno Central 4/ 7/,0.11351335094344016,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2017,1. Gobierno Central 4/ 7/,0.12684722552141806,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2018,1. Gobierno Central 4/ 7/,0.11696604367048707,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2019,1. Gobierno Central 4/ 7/,0.13278057517712813,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2020,1. Gobierno Central 4/ 7/,0.1706083992490488,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2021,1. Gobierno Central 4/ 7/,0.14598505185421787,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2022,1. Gobierno Central 4/ 7/,0.1333616393115822,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2023,1. Gobierno Central 4/ 7/,0.130454510237311,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2024,1. Gobierno Central 4/ 7/,0.13429902833811852,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2025,1. Gobierno Central 4/ 7/,0.1251428245151319,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2000,2. Resto del SPNF 8/,0.010577839759217505,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2001,2. Resto del SPNF 8/,0.012675602972040156,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2002,2. Resto del SPNF 8/,0.01835230961223553,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2003,2. Resto del SPNF 8/,0.00983415163788827,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2004,2. Resto del SPNF 8/,0.012494279618933011,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2005,2. Resto del SPNF 8/,0.0041323536859354335,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2006,2. Resto del SPNF 8/,0.004787290992051447,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2007,2. Resto del SPNF 8/,0.00451084485686181,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2008,2. Resto del SPNF 8/,0.007375313625406529,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2009,2. Resto del SPNF 8/,0.00528604053715352,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2010,2. Resto del SPNF 8/,0.0034290686705960695,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2011,2. Resto del SPNF 8/,0.002455293125316325,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2012,2. Resto del SPNF 8/,0.005534086872416528,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2013,2. Resto del SPNF 8/,0.001669112622104373,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2014,2. Resto del SPNF 8/,0.0011536496825585339,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2015,2. Resto del SPNF 8/,0.0063899293092676565,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2016,2. Resto del SPNF 8/,0.008035641205768806,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2017,2. Resto del SPNF 8/,0.008702574252436136,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2018,2. Resto del SPNF 8/,0.007702334777025464,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2019,2. Resto del SPNF 8/,0.008155919884955565,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2020,2. Resto del SPNF 8/,0.006755866263704727,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2021,2. Resto del SPNF 8/,0.004671402655295297,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2022,2. Resto del SPNF 8/,0.0026861129197256538,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2023,2. Resto del SPNF 8/,0.0018306399670049841,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2024,2. Resto del SPNF 8/,0.0009135791771608487,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2025,2. Resto del SPNF 8/,0.0005570625393041176,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2000,3. Banco Central,0.010938730762767279,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2001,3. Banco Central,0.007636239267041056,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2002,3. Banco Central,0.015565418765166114,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2003,3. Banco Central,0.08170021294871956,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2004,3. Banco Central,0.14911622983245043,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2005,3. Banco Central,0.10971064883569417,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2006,3. Banco Central,0.12427513136226638,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2007,3. Banco Central,0.11814830249526036,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2008,3. Banco Central,0.10975396370863831,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2009,3. Banco Central,0.11423812997848391,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2010,3. Banco Central,0.11238094555925873,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2011,3. Banco Central,0.11125719396359633,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2012,3. Banco Central,0.11049369395996828,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2013,3. Banco Central,0.11575495688913696,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2014,3. Banco Central,0.1151056206527976,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2015,3. Banco Central,0.12271056978601336,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2016,3. Banco Central,0.12672401914693335,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2017,3. Banco Central,0.1295487654949009,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2018,3. Banco Central,0.1322193716678074,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2019,3. Banco Central,0.1256157576323436,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2020,3. Banco Central,0.1519150583498656,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2021,3. Banco Central,0.13628800475572067,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2022,3. Banco Central,0.14205320788054385,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2023,3. Banco Central,0.14329812227242017,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2024,3. Banco Central,0.1206958239566265,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2025,3. Banco Central,0.10555419979162951,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2000,4. Deuda Intragubernamental 9/,0.0,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2001,4. Deuda Intragubernamental 9/,0.0,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2002,4. Deuda Intragubernamental 9/,0.0,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2003,4. Deuda Intragubernamental 9/,0.0,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2004,4. Deuda Intragubernamental 9/,0.0,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2005,4. Deuda Intragubernamental 9/,-0.001896315943478457,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2006,4. Deuda Intragubernamental 9/,-0.0018237424136020358,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2007,4. Deuda Intragubernamental 9/,-0.0015535086611112817,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2008,4. Deuda Intragubernamental 9/,-0.04192971632001658,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2009,4. Deuda Intragubernamental 9/,-0.04886687631368567,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2010,4. Deuda Intragubernamental 9/,-0.04222435533657598,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2011,4. Deuda Intragubernamental 9/,-0.037939796298778375,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2012,4. Deuda Intragubernamental 9/,-0.03485237601409503,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2013,4. Deuda Intragubernamental 9/,-0.050413590135387876,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2014,4. Deuda Intragubernamental 9/,-0.045415640604080786,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2015,4. Deuda Intragubernamental 9/,-0.040971551143784465,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2016,4. Deuda Intragubernamental 9/,-0.03755564570773811,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2017,4. Deuda Intragubernamental 9/,-0.03640189215556341,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2018,4. Deuda Intragubernamental 9/,-0.03193532748314509,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2019,4. Deuda Intragubernamental 9/,-0.02807665320880411,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2020,4. Deuda Intragubernamental 9/,-0.030337242877194352,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2021,4. Deuda Intragubernamental 9/,-0.02495373841482139,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2022,4. Deuda Intragubernamental 9/,-0.02073821042789138,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2023,4. Deuda Intragubernamental 9/,-0.018929356495586004,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2024,4. Deuda Intragubernamental 9/,-0.01744572658696773,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2025,4. Deuda Intragubernamental 9/,-0.01646001695747803,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2000,Producto Interno Bruto ( Millones de USD),24107.0016,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2001,Producto Interno Bruto ( Millones de USD),25261.1257,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2002,Producto Interno Bruto ( Millones de USD),25770.1613,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2003,Producto Interno Bruto ( Millones de USD),20845.7229,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2004,Producto Interno Bruto ( Millones de USD),23186.6109,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2005,Producto Interno Bruto ( Millones de USD),35911.7373,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2006,Producto Interno Bruto ( Millones de USD),38059.1028,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2007,Producto Interno Bruto ( Millones de USD),44093.7355,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2008,Producto Interno Bruto ( Millones de USD),48187.7813,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2009,Producto Interno Bruto ( Millones de USD),48278.1012,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2010,Producto Interno Bruto ( Millones de USD),53833.8592,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2011,Producto Interno Bruto ( Millones de USD),57997.1485,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2012,Producto Interno Bruto ( Millones de USD),60624.2742,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2013,Producto Interno Bruto ( Millones de USD),62608.118,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2014,Producto Interno Bruto ( Millones de USD),67091.424,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2015,Producto Interno Bruto ( Millones de USD),71049.2993,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2016,Producto Interno Bruto ( Millones de USD),75613.1321,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2017,Producto Interno Bruto ( Millones de USD),79103.0309,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2018,Producto Interno Bruto ( Millones de USD),84974.2343,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2019,Producto Interno Bruto ( Millones de USD),89113.1853,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2020,Producto Interno Bruto ( Millones de USD),78481.4233,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2021,Producto Interno Bruto ( Millones de USD),95122.8213,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2022,Producto Interno Bruto ( Millones de USD),113908.0929,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2023,Producto Interno Bruto ( Millones de USD),120759.5726,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2024,Producto Interno Bruto ( Millones de USD),124597.8486,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
2025,Producto Interno Bruto ( Millones de USD),127849.2,ratio_pib,Por Fuente (% PIB),Deuda_Consolidada_Por_Fuente.xls
